Consumer ID,Order ID,Month,Year,Period,Total order value,Discount,Line Value (net discount),Line SKU Production Cost,Line Category,Line SKU,Average Time between Purchases
13132819,13132819E,6,2020,6/1/2020,240 €,0 €,240 €,43 €,Fragrances,FRA5,2
13132819,13132819F,10,2020,10/1/2020,210 €,0 €,210 €,38 €,Fragrances,FRA2,4
13132919,13132919A,1,2020,1/1/2020,240 €,48 €,192 €,43 €,Fragrances,FRA5,
13132919,13132919B,4,2020,4/1/2020,210 €,32 €,179 €,38 €,Fragrances,FRA2,3
13132919,13132919C,6,2020,6/1/2020,313 €,0 €,313 €,94 €,Accessories,ACC4,2
13132919,13132919D,7,2020,7/1/2020,327 €,0 €,327 €,95 €,Accessories,ACC3,1
13132919,13132919E,7,2020,7/1/2020,255 €,0 €,255 €,66 €,Accessories,ACC1,0
13132919,13132919F,9,2020,9/1/2020,313 €,0 €,313 €,94 €,Accessories,ACC4,2
13132919,13132919G,9,2020,9/1/2020,258 €,0 €,258 €,72 €,Accessories,ACC2,0
13133019,13133019A,1,2020,1/1/2020,440 €,88 €,352 €,136 €,Sandals,SAN5,
13133019,13133019B,4,2020,4/1/2020,284 €,43 €,241 €,77 €,Sneakers,SNE14,3
13133119,13133119A,1,2020,1/1/2020,383 €,77 €,306 €,123 €,Apparel,APP1,
13133219,13133219A,1,2020,1/1/2020,447 €,89 €,358 €,156 €,Apparel,APP3,
13133319,13133319A,1,2020,1/1/2020,345 €,69 €,276 €,107 €,Apparel,APP2,
13133319,13133319B,2,2020,2/1/2020,447 €,0 €,447 €,156 €,Apparel,APP3,1
13133319,13133319C,6,2020,6/1/2020,144 €,0 €,144 €,66 €,Small leather goods,SMA3,4
13133319,13133319D,4,2020,4/1/2020,168 €,25 €,143 €,76 €,Small leather goods,SMA1,2
13133319,13133319E,5,2020,5/1/2020,172 €,0 €,172 €,65 €,Small leather goods,SMA2,1
13133319,13133319F,5,2020,5/1/2020,168 €,0 €,168 €,76 €,Small leather goods,SMA1,0
13133419,13133419A,1,2020,1/1/2020,144 €,29 €,115 €,66 €,Small leather goods,SMA3,
13133519,13133519A,1,2020,1/1/2020,168 €,34 €,134 €,76 €,Small leather goods,SMA1,
13133519,13133519B,11,2020,11/1/2020,172 €,0 €,172 €,65 €,Small leather goods,SMA2,10
13133519,13133519C,9,2020,9/1/2020,205 €,0 €,205 €,37 €,Fragrances,FRA3,2
13133519,13133519D,9,2020,9/1/2020,192 €,0 €,192 €,35 €,Fragrances,FRA1,0
13133519,13133519E,9,2020,9/1/2020,240 €,0 €,240 €,43 €,Fragrances,FRA5,0
13133619,13133619A,1,2020,1/1/2020,205 €,41 €,164 €,37 €,Fragrances,FRA3,
13133619,13133619B,4,2020,4/1/2020,220 €,33 €,187 €,40 €,Fragrances,FRA4,3
13133619,13133619C,4,2020,4/1/2020,220 €,33 €,187 €,40 €,Fragrances,FRA4,0
13133619,13133619D,7,2020,7/1/2020,192 €,0 €,192 €,35 €,Fragrances,FRA1,3
13133619,13133619E,5,2020,5/1/2020,192 €,0 €,192 €,35 €,Fragrances,FRA1,2
13133619,13133619F,9,2020,9/1/2020,205 €,0 €,205 €,37 €,Fragrances,FRA3,4
13133619,13133619G,9,2020,9/1/2020,210 €,0 €,210 €,38 €,Fragrances,FRA2,0
13133619,13133619H,8,2020,8/1/2020,210 €,0 €,210 €,38 €,Fragrances,FRA2,1
13133719,13133719A,1,2020,1/1/2020,192 €,38 €,154 €,35 €,Fragrances,FRA1,
13133719,13133719B,2,2020,2/1/2020,205 €,0 €,205 €,37 €,Fragrances,FRA3,1
13133719,13133719C,3,2020,3/1/2020,192 €,0 €,192 €,35 €,Fragrances,FRA1,1
13133719,13133719D,6,2020,6/1/2020,220 €,0 €,220 €,40 €,Fragrances,FRA4,3
13133719,13133719E,4,2020,4/1/2020,210 €,32 €,179 €,38 €,Fragrances,FRA2,2
13133719,13133719F,9,2020,9/1/2020,240 €,0 €,240 €,43 €,Fragrances,FRA5,5
13133719,13133719G,6,2020,6/1/2020,210 €,0 €,210 €,38 €,Fragrances,FRA2,3
13133719,13133719H,6,2020,6/1/2020,210 €,0 €,210 €,38 €,Fragrances,FRA2,0
13133819,13133819A,1,2020,1/1/2020,205 €,41 €,164 €,37 €,Fragrances,FRA3,
13133819,13133819B,4,2020,4/1/2020,240 €,36 €,204 €,43 €,Fragrances,FRA5,3
13133819,13133819C,4,2020,4/1/2020,255 €,38 €,217 €,66 €,Accessories,ACC1,0
13133819,13133819D,5,2020,5/1/2020,313 €,47 €,266 €,94 €,Accessories,ACC4,1
13133819,13133819E,4,2020,4/1/2020,258 €,39 €,219 €,72 €,Accessories,ACC2,1
13133819,13133819F,5,2020,5/1/2020,327 €,0 €,327 €,95 €,Accessories,ACC3,1
13133819,13133819G,4,2020,4/1/2020,313 €,47 €,266 €,94 €,Accessories,ACC4,1
13133919,13133919A,1,2020,1/1/2020,258 €,52 €,206 €,72 €,Accessories,ACC2,
13134019,13134019A,1,2020,1/1/2020,478 €,96 €,382 €,120 €,Sandals,SAN8,
13134019,13134019B,2,2020,2/1/2020,267 €,0 €,267 €,91 €,Sneakers,SNE6,1
13134019,13134019C,3,2020,3/1/2020,383 €,57 €,326 €,123 €,Apparel,APP1,1
13134019,13134019D,2,2020,2/1/2020,383 €,0 €,383 €,123 €,Apparel,APP1,1
13134019,13134019E,2,2020,2/1/2020,447 €,0 €,447 €,156 €,Apparel,APP3,0
13134019,13134019F,3,2020,3/1/2020,447 €,67 €,380 €,156 €,Apparel,APP3,1
13134019,13134019G,4,2020,4/1/2020,345 €,52 €,293 €,107 €,Apparel,APP2,1
13134019,13134019H,3,2020,3/1/2020,345 €,52 €,293 €,107 €,Apparel,APP2,1
13134019,#N/A,3,2020,3/1/2020,447 €,67 €,380 €,156 €,Apparel,APP3,0
13134019,#N/A,3,2020,3/1/2020,345 €,52 €,293 €,107 €,Apparel,APP2,0
13134119,13134119A,1,2020,1/1/2020,345 €,69 €,276 €,107 €,Apparel,APP2,
13134319,13134319A,1,2020,1/1/2020,383 €,77 €,306 €,123 €,Apparel,APP1,
13134319,13134319C,10,2020,10/1/2020,144 €,0 €,144 €,66 €,Small leather goods,SMA3,9
13990119,13990119A,1,2020,1/1/2020,205 €,41 €,164 €,37 €,Fragrances,FRA3,
13990219,13990219A,1,2020,1/1/2020,805 €,161 €,644 €,250 €,Mini bags,MIN7,
13990319,13990319A,1,2020,1/1/2020,526 €,105 €,421 €,210 €,Mini bags,MIN8,
13990419,13990419A,1,2020,1/1/2020,"1,491 €",298 €,"1,193 €",507 €,Bags,BAG2,
13990519,13990519A,1,2020,1/1/2020,948 €,190 €,758 €,303 €,Bags,BAG4,
13990519,13990519B,2,2020,2/1/2020,"1,491 €",0 €,"1,491 €",507 €,Bags,BAG2,1
13990619,13990619A,1,2020,1/1/2020,948 €,190 €,758 €,303 €,Bags,BAG4,
13990619,13990619B,2,2020,2/1/2020,"1,101 €",0 €,"1,101 €",396 €,Bags,BAG1,1
13990719,13990719A,1,2020,1/1/2020,636 €,127 €,509 €,216 €,Boots,BOO3,
13990719,13990719B,8,2020,8/1/2020,636 €,0 €,636 €,216 €,Boots,BOO3,7
13990719,13990719C,9,2020,9/1/2020,579 €,0 €,579 €,168 €,Boots,BOO1,1
13990819,13990819A,1,2020,1/1/2020,510 €,102 €,408 €,163 €,Boots,BOO2,
13990819,13990819C,11,2020,11/1/2020,646 €,0 €,646 €,349 €,Boots,BOO5,10
13990919,13990919A,1,2020,1/1/2020,551 €,110 €,441 €,264 €,Boots,BOO12,
13990919,13990919B,12,2020,12/1/2020,551 €,0 €,551 €,264 €,Boots,BOO12,11
13990919,13990919C,9,2020,9/1/2020,502 €,0 €,502 €,291 €,Boots,BOO4,3
13991019,13991019A,1,2020,1/1/2020,192 €,38 €,154 €,35 €,Fragrances,FRA1,
13991119,13991119A,1,2020,1/1/2020,990 €,198 €,792 €,317 €,Mini bags,MIN6,
13991419,13991419A,1,2020,1/1/2020,992 €,198 €,794 €,308 €,Mini bags,MIN5,
13991419,13991419C,11,2020,11/1/2020,948 €,0 €,948 €,303 €,Bags,BAG4,10
13991519,13991519A,1,2020,1/1/2020,"1,491 €",298 €,"1,193 €",507 €,Bags,BAG2,
13991619,13991619A,1,2020,1/1/2020,"1,491 €",298 €,"1,193 €",507 €,Bags,BAG2,
13991619,13991619B,2,2020,2/1/2020,579 €,0 €,579 €,168 €,Boots,BOO1,1
13991619,13991619C,4,2020,4/1/2020,579 €,87 €,492 €,168 €,Boots,BOO1,2
13991719,13991719A,1,2020,1/1/2020,636 €,127 €,509 €,216 €,Boots,BOO3,
13991819,13991819A,1,2020,1/1/2020,636 €,127 €,509 €,216 €,Boots,BOO3,
13991819,13991819C,7,2020,7/1/2020,636 €,0 €,636 €,216 €,Boots,BOO3,6
13991919,13991919A,1,2020,1/1/2020,255 €,51 €,204 €,115 €,Boots,BOO8,
13992019,13992019A,1,2020,1/1/2020,327 €,65 €,262 €,95 €,Accessories,ACC3,
13992019,13992019C,11,2020,11/1/2020,948 €,0 €,948 €,303 €,Bags,BAG4,10
13992019,13992019D,10,2020,10/1/2020,948 €,0 €,948 €,303 €,Bags,BAG4,1
13992019,13992019E,10,2020,10/1/2020,948 €,0 €,948 €,303 €,Bags,BAG4,0
13992019,13992019G,12,2020,12/1/2020,"1,101 €",0 €,"1,101 €",396 €,Bags,BAG1,2
13992119,13992119A,1,2020,1/1/2020,948 €,190 €,758 €,303 €,Bags,BAG4,
13995119,13995119A,1,2020,1/1/2020,"1,491 €",298 €,"1,193 €",507 €,Bags,BAG2,
13130119,13130119A,1,2020,1/1/2020,636 €,127 €,509 €,216 €,Boots,BOO3,
13130119,13130119B,1,2020,1/1/2020,478 €,0 €,478 €,120 €,Sandals,SAN8,0
13130119,13130119C,1,2020,1/1/2020,317 €,0 €,317 €,98 €,Sneakers,SNE13,0
13130119,13130119D,1,2020,1/1/2020,336 €,0 €,336 €,121 €,Sneakers,SNE8,0
13130219,13130219A,1,2020,1/1/2020,293 €,59 €,234 €,91 €,Sneakers,SNE9,
13130219,13130219C,10,2020,10/1/2020,383 €,0 €,383 €,123 €,Apparel,APP1,9
13130219,13130219D,9,2020,9/1/2020,383 €,0 €,383 €,123 €,Apparel,APP1,1
13130319,13130319A,1,2020,1/1/2020,447 €,89 €,358 €,156 €,Apparel,APP3,
13130419,13130419A,1,2020,1/1/2020,447 €,89 €,358 €,156 €,Apparel,APP3,
13130419,13130419B,6,2020,6/1/2020,383 €,0 €,383 €,123 €,Apparel,APP1,5
13130519,13130519A,1,2020,1/1/2020,383 €,77 €,306 €,123 €,Apparel,APP1,
13130619,13130619A,1,2020,1/1/2020,383 €,77 €,306 €,123 €,Apparel,APP1,
13130719,13130719A,1,2020,1/1/2020,383 €,77 €,306 €,123 €,Apparel,APP1,
13130719,13130719B,5,2020,5/1/2020,168 €,0 €,168 €,25 €,Small leather goods,SMA4,4
13130819,13130819A,1,2020,1/1/2020,168 €,34 €,134 €,76 €,Small leather goods,SMA1,
13130819,13130819B,9,2020,9/1/2020,168 €,0 €,168 €,25 €,Small leather goods,SMA4,8
13130919,13130919A,1,2020,1/1/2020,210 €,42 €,168 €,38 €,Fragrances,FRA2,
13130919,13130919B,2,2020,2/1/2020,220 €,0 €,220 €,40 €,Fragrances,FRA4,1
13131019,13131019A,1,2020,1/1/2020,510 €,102 €,408 €,163 €,Boots,BOO2,
13131119,13131119A,1,2020,1/1/2020,507 €,101 €,406 €,137 €,Sandals,SAN9,
13131119,13131119C,10,2020,10/1/2020,447 €,0 €,447 €,156 €,Apparel,APP3,9
13131219,13131219A,1,2020,1/1/2020,345 €,69 €,276 €,107 €,Apparel,APP2,
13131319,13131319A,1,2020,1/1/2020,447 €,89 €,358 €,156 €,Apparel,APP3,
13131419,13131419A,1,2020,1/1/2020,345 €,69 €,276 €,107 €,Apparel,APP2,
13131519,13131519A,1,2020,1/1/2020,345 €,69 €,276 €,107 €,Apparel,APP2,
13131619,13131619A,1,2020,1/1/2020,345 €,69 €,276 €,107 €,Apparel,APP2,
13131719,13131719A,1,2020,1/1/2020,168 €,34 €,134 €,25 €,Small leather goods,SMA4,
13131719,13131719C,10,2020,10/1/2020,240 €,0 €,240 €,43 €,Fragrances,FRA5,9
13131819,13131819A,1,2020,1/1/2020,192 €,38 €,154 €,35 €,Fragrances,FRA1,
13132019,13132019A,1,2020,1/1/2020,478 €,96 €,382 €,120 €,Sandals,SAN8,
13132119,13132119A,1,2020,1/1/2020,332 €,66 €,266 €,100 €,Sneakers,SNE16,
13132219,13132219A,1,2020,1/1/2020,383 €,77 €,306 €,123 €,Apparel,APP1,
13132419,13132419A,1,2020,1/1/2020,345 €,69 €,276 €,107 €,Apparel,APP2,
13132419,13132419B,5,2020,5/1/2020,383 €,0 €,383 €,123 €,Apparel,APP1,4
13132419,13132419C,5,2020,5/1/2020,168 €,25 €,143 €,76 €,Small leather goods,SMA1,0
13134419,13134419A,1,2020,1/1/2020,172 €,34 €,138 €,65 €,Small leather goods,SMA2,
13991319,13991319A,1,2020,1/1/2020,258 €,52 €,206 €,72 €,Accessories,ACC2,
13992219,13992219A,1,2020,1/1/2020,889 €,178 €,711 €,222 €,Mini bags,MIN2,
13992319,13992319A,1,2020,1/1/2020,"1,491 €",298 €,"1,193 €",507 €,Bags,BAG2,
13992819,13992819A,1,2020,1/1/2020,"1,101 €",220 €,881 €,396 €,Bags,BAG1,
39010119,39010119A,1,2020,1/1/2020,267 €,53 €,214 €,91 €,Sneakers,SNE6,
39010119,39010119C,11,2020,11/1/2020,168 €,0 €,168 €,25 €,Small leather goods,SMA4,10
39010119,39010119D,11,2020,11/1/2020,172 €,0 €,172 €,65 €,Small leather goods,SMA2,0
39010119,39010119E,10,2020,10/1/2020,168 €,0 €,168 €,25 €,Small leather goods,SMA4,1
39010219,39010219A,1,2020,1/1/2020,168 €,34 €,134 €,25 €,Small leather goods,SMA4,
39010319,39010319A,1,2020,1/1/2020,144 €,29 €,115 €,66 €,Small leather goods,SMA3,
39010419,39010419A,1,2020,1/1/2020,168 €,34 €,134 €,25 €,Small leather goods,SMA4,
39010519,39010519A,1,2020,1/1/2020,205 €,41 €,164 €,37 €,Fragrances,FRA3,
39010619,39010619A,1,2020,1/1/2020,210 €,42 €,168 €,38 €,Fragrances,FRA2,
39010719,39010719A,1,2020,1/1/2020,327 €,65 €,262 €,95 €,Accessories,ACC3,
39013019,39013019A,1,2020,1/1/2020,447 €,89 €,358 €,156 €,Apparel,APP3,
48014119,48014119A,1,2020,1/1/2020,168 €,34 €,134 €,76 €,Small leather goods,SMA1,
48014119,48014119B,10,2020,10/1/2020,210 €,0 €,210 €,38 €,Fragrances,FRA2,9
48010119,48010119A,1,2020,1/1/2020,336 €,67 €,269 €,121 €,Sneakers,SNE8,
48010219,48010219A,1,2020,1/1/2020,345 €,69 €,276 €,107 €,Apparel,APP2,
48010319,48010319A,1,2020,1/1/2020,168 €,34 €,134 €,25 €,Small leather goods,SMA4,
48010319,48010319B,6,2020,6/1/2020,144 €,0 €,144 €,66 €,Small leather goods,SMA3,5
48010419,48010419A,1,2020,1/1/2020,240 €,48 €,192 €,43 €,Fragrances,FRA5,
48010519,48010519A,1,2020,1/1/2020,210 €,42 €,168 €,38 €,Fragrances,FRA2,
48010619,48010619A,1,2020,1/1/2020,205 €,41 €,164 €,37 €,Fragrances,FRA3,
48010719,48010719A,1,2020,1/1/2020,192 €,38 €,154 €,35 €,Fragrances,FRA1,
48010719,48010719B,3,2020,3/1/2020,313 €,0 €,313 €,94 €,Accessories,ACC4,2
48010819,48010819A,1,2020,1/1/2020,258 €,52 €,206 €,72 €,Accessories,ACC2,
48010919,48010919A,1,2020,1/1/2020,327 €,65 €,262 €,95 €,Accessories,ACC3,
48011019,48011019A,1,2020,1/1/2020,317 €,63 €,254 €,98 €,Sneakers,SNE13,
48011119,48011119A,1,2020,1/1/2020,345 €,69 €,276 €,107 €,Apparel,APP2,
48011119,48011119B,9,2020,9/1/2020,172 €,0 €,172 €,65 €,Small leather goods,SMA2,8
48011219,48011219A,1,2020,1/1/2020,168 €,34 €,134 €,76 €,Small leather goods,SMA1,
48011319,48011319A,1,2020,1/1/2020,168 €,34 €,134 €,25 €,Small leather goods,SMA4,
48011419,48011419A,1,2020,1/1/2020,240 €,48 €,192 €,43 €,Fragrances,FRA5,
48011519,48011519A,1,2020,1/1/2020,205 €,41 €,164 €,37 €,Fragrances,FRA3,
48011519,48011519B,10,2020,10/1/2020,210 €,0 €,210 €,38 €,Fragrances,FRA2,9
48011519,48011519C,6,2020,6/1/2020,327 €,0 €,327 €,95 €,Accessories,ACC3,4
48011519,48011519D,8,2020,8/1/2020,313 €,0 €,313 €,94 €,Accessories,ACC4,2
48011519,48011519E,8,2020,8/1/2020,255 €,0 €,255 €,66 €,Accessories,ACC1,0
48011519,48011519F,10,2020,10/1/2020,313 €,0 €,313 €,94 €,Accessories,ACC4,2
48011519,48011519G,11,2020,11/1/2020,255 €,0 €,255 €,66 €,Accessories,ACC1,1
48011619,48011619A,1,2020,1/1/2020,327 €,65 €,262 €,95 €,Accessories,ACC3,
48011719,48011719A,1,2020,1/1/2020,313 €,63 €,250 €,94 €,Accessories,ACC4,
48011819,48011819A,1,2020,1/1/2020,258 €,52 €,206 €,72 €,Accessories,ACC2,
48011919,48011919A,1,2020,1/1/2020,313 €,63 €,250 €,94 €,Accessories,ACC4,
48012019,48012019A,1,2020,1/1/2020,336 €,67 €,269 €,121 €,Sneakers,SNE8,
48012119,48012119A,1,2020,1/1/2020,345 €,69 €,276 €,107 €,Apparel,APP2,
48012219,48012219A,1,2020,1/1/2020,144 €,29 €,115 €,66 €,Small leather goods,SMA3,
48012219,48012219B,3,2020,3/1/2020,192 €,29 €,163 €,35 €,Fragrances,FRA1,2
48012319,48012319A,1,2020,1/1/2020,220 €,44 €,176 €,40 €,Fragrances,FRA4,
48012419,48012419A,1,2020,1/1/2020,192 €,38 €,154 €,35 €,Fragrances,FRA1,
48012519,48012519A,1,2020,1/1/2020,192 €,38 €,154 €,35 €,Fragrances,FRA1,
48012619,48012619A,1,2020,1/1/2020,255 €,51 €,204 €,66 €,Accessories,ACC1,
48012719,48012719A,1,2020,1/1/2020,313 €,63 €,250 €,94 €,Accessories,ACC4,
48012819,48012819A,1,2020,1/1/2020,255 €,51 €,204 €,66 €,Accessories,ACC1,
48012919,48012919A,1,2020,1/1/2020,951 €,190 €,761 €,247 €,Mini bags,MIN3,
48012919,48012919B,4,2020,4/1/2020,992 €,149 €,843 €,278 €,Mini bags,MIN1,3
48012919,48012919C,7,2020,7/1/2020,"1,576 €",0 €,"1,576 €",520 €,Bags,BAG3,3
48012919,48012919D,6,2020,6/1/2020,"1,576 €",0 €,"1,576 €",520 €,Bags,BAG3,1
48012919,48012919E,6,2020,6/1/2020,948 €,0 €,948 €,303 €,Bags,BAG4,0
48013019,48013019A,1,2020,1/1/2020,447 €,89 €,358 €,156 €,Apparel,APP3,
48013119,48013119A,1,2020,1/1/2020,172 €,34 €,138 €,65 €,Small leather goods,SMA2,
48013219,48013219A,1,2020,1/1/2020,220 €,44 €,176 €,40 €,Fragrances,FRA4,
48013319,48013319A,1,2020,1/1/2020,220 €,44 €,176 €,40 €,Fragrances,FRA4,
48013319,48013319B,4,2020,4/1/2020,220 €,33 €,187 €,40 €,Fragrances,FRA4,3
48013419,48013419A,1,2020,1/1/2020,327 €,65 €,262 €,95 €,Accessories,ACC3,
48013519,48013519A,1,2020,1/1/2020,327 €,65 €,262 €,95 €,Accessories,ACC3,
48013619,48013619A,1,2020,1/1/2020,327 €,65 €,262 €,95 €,Accessories,ACC3,
48013719,48013719A,1,2020,1/1/2020,313 €,63 €,250 €,94 €,Accessories,ACC4,
48013819,48013819A,1,2020,1/1/2020,951 €,190 €,761 €,247 €,Mini bags,MIN3,
48013919,48013919A,1,2020,1/1/2020,526 €,105 €,421 €,210 €,Mini bags,MIN8,
48013919,48013919B,6,2020,6/1/2020,"1,101 €",0 €,"1,101 €",396 €,Bags,BAG1,5
48014019,48014019A,1,2020,1/1/2020,447 €,89 €,358 €,156 €,Apparel,APP3,
48014219,48014219A,1,2020,1/1/2020,144 €,29 €,115 €,66 €,Small leather goods,SMA3,
48014319,48014319A,1,2020,1/1/2020,192 €,38 €,154 €,35 €,Fragrances,FRA1,
48014319,48014319B,5,2020,5/1/2020,313 €,0 €,313 €,94 €,Accessories,ACC4,4
48014419,48014419A,12,2019,12/1/2019,327 €,65 €,262 €,95 €,Accessories,ACC3,
48014519,48014519A,12,2019,12/1/2019,258 €,52 €,206 €,72 €,Accessories,ACC2,
48014619,48014619A,12,2019,12/1/2019,313 €,63 €,250 €,94 €,Accessories,ACC4,
48014719,48014719A,12,2019,12/1/2019,990 €,198 €,792 €,317 €,Mini bags,MIN6,
48014819,48014819A,12,2019,12/1/2019,526 €,105 €,421 €,210 €,Mini bags,MIN8,
48014919,48014919A,12,2019,12/1/2019,"1,491 €",298 €,"1,193 €",507 €,Bags,BAG2,
48015019,48015019A,12,2019,12/1/2019,383 €,77 €,306 €,123 €,Apparel,APP1,
48015119,48015119A,12,2019,12/1/2019,168 €,34 €,134 €,25 €,Small leather goods,SMA4,
48015219,48015219A,12,2019,12/1/2019,210 €,42 €,168 €,38 €,Fragrances,FRA2,
48015319,48015319A,12,2019,12/1/2019,327 €,65 €,262 €,95 €,Accessories,ACC3,
48015419,48015419A,12,2019,12/1/2019,255 €,51 €,204 €,66 €,Accessories,ACC1,
48015519,48015519A,12,2019,12/1/2019,258 €,52 €,206 €,72 €,Accessories,ACC2,
48015619,48015619A,12,2019,12/1/2019,992 €,198 €,794 €,308 €,Mini bags,MIN5,
48015719,48015719A,12,2019,12/1/2019,"1,086 €",217 €,869 €,293 €,Mini bags,MIN4,
48015819,48015819A,12,2019,12/1/2019,"1,491 €",298 €,"1,193 €",507 €,Bags,BAG2,
48015919,48015919A,12,2019,12/1/2019,"1,101 €",220 €,881 €,396 €,Bags,BAG1,
48016019,48016019A,12,2019,12/1/2019,144 €,29 €,115 €,66 €,Small leather goods,SMA3,
48016119,48016119A,12,2019,12/1/2019,220 €,44 €,176 €,40 €,Fragrances,FRA4,
48016219,48016219A,12,2019,12/1/2019,313 €,63 €,250 €,94 €,Accessories,ACC4,
63030819,63030819A,12,2019,12/1/2019,327 €,65 €,262 €,95 €,Accessories,ACC3,
63030919,63030919A,12,2019,12/1/2019,327 €,65 €,262 €,95 €,Accessories,ACC3,
63031019,63031019A,12,2019,12/1/2019,440 €,88 €,352 €,136 €,Sandals,SAN5,
63031119,63031119A,12,2019,12/1/2019,187 €,37 €,150 €,60 €,Sneakers,SNE2,
63031219,63031219A,12,2019,12/1/2019,447 €,89 €,358 €,156 €,Apparel,APP3,
79014819,79014819A,12,2019,12/1/2019,990 €,198 €,792 €,317 €,Mini bags,MIN6,
79014919,79014919A,12,2019,12/1/2019,"1,491 €",298 €,"1,193 €",507 €,Bags,BAG2,
79017919,79017919A,12,2019,12/1/2019,510 €,102 €,408 €,163 €,Boots,BOO2,
99010519,99010519A,12,2019,12/1/2019,258 €,52 €,206 €,72 €,Accessories,ACC2,
99010619,99010619A,12,2019,12/1/2019,474 €,95 €,379 €,175 €,Mini bags,MIN9,
99011019,99011019A,12,2019,12/1/2019,168 €,34 €,134 €,25 €,Small leather goods,SMA4,
99011119,99011119A,12,2019,12/1/2019,240 €,48 €,192 €,43 €,Fragrances,FRA5,
99060119,99060119A,12,2019,12/1/2019,255 €,51 €,204 €,66 €,Accessories,ACC1,
