Consumer ID,Gender,Country,Age Range,Month,Year,Marketing optin,Status,Number of orders,New active,New repeaters,Consumer LTV
13131119,F,Italy,30-34,1,2020,1,Active,2,0,1,954
13131219,F,Italy,25-29,1,2020,1,Active,1,1,0,345
13131319,F,Italy,18-24,1,2020,1,Active,1,1,0,447
13131419,F,Italy,18-24,1,2020,1,Active,1,1,0,345
13131519,F,Italy,18-24,1,2020,1,Active,1,1,0,345
13131619,F,Italy,25-29,1,2020,1,Active,1,1,0,345
13131719,F,Italy,30-34,1,2020,1,Active,2,0,1,408
13131819,F,Italy,30-34,1,2020,1,Active,1,1,0,192
13132019,F,Italy,35-39,1,2020,1,Active,1,1,0,478
13132119,F,Italy,35-39,1,2020,1,Active,1,1,0,332
13132219,F,Italy,18-24,1,2020,1,Active,1,1,0,383
13132419,F,Italy,18-24,1,2020,1,Active,3,0,1,896
13134419,F,Italy,18-24,1,2020,1,Active,1,1,0,172
13991319,F,Italy,18-24,1,2020,1,Active,1,1,0,258
13992219,F,Italy,30-34,1,2020,1,Active,1,1,0,889
13992319,F,Italy,30-34,1,2020,1,Active,1,1,0,1491
13992819,F,Italy,18-24,1,2020,1,Active,1,1,0,1101
39010119,F,Italy,30-34,1,2020,1,Active,4,0,1,775
39010219,F,Italy,18-24,1,2020,1,Active,1,1,0,168
39010319,F,Italy,30-34,1,2020,1,Active,1,1,0,144
39010419,F,Italy,35-39,1,2020,1,Active,1,1,0,168
39010519,F,Italy,35-39,1,2020,1,Active,1,1,0,205
39010619,F,Italy,40+,1,2020,1,Active,1,1,0,210
39010719,F,Italy,18-24,1,2020,1,Active,1,1,0,327
39013019,F,Italy,18-24,1,2020,1,Active,1,1,0,447
48014119,F,Italy,18-24,1,2020,1,Active,2,0,1,378
48010119,F,Italy,30-34,1,2020,1,Active,1,1,0,336
48010219,F,Italy,18-24,1,2020,1,Active,1,1,0,345
48010319,F,Italy,40+,1,2020,1,Active,2,0,1,312
48010419,F,Italy,18-24,1,2020,1,Active,1,1,0,240
48010519,F,Italy,30-34,1,2020,1,Active,1,1,0,210
48010619,F,Italy,35-39,1,2020,1,Active,1,1,0,205
48010719,F,Italy,25-29,1,2020,1,Active,2,0,1,505
48010819,F,Italy,30-34,1,2020,1,Active,1,1,0,258
48010919,F,Italy,18-24,1,2020,1,Active,1,1,0,327
48011019,F,Italy,30-34,1,2020,1,Active,1,1,0,317
48011119,F,Italy,18-24,1,2020,1,Active,2,0,1,517
48011219,F,Italy,18-24,1,2020,1,Active,1,1,0,168
48011319,F,Italy,18-24,1,2020,1,Active,1,1,0,168
48011419,F,Italy,25-29,1,2020,1,Active,1,1,0,240
48011519,F,Italy,25-29,1,2020,1,Active,7,0,1,1878
48011619,F,Italy,30-34,1,2020,1,Active,1,1,0,327
48011719,F,Italy,25-29,1,2020,1,Active,1,1,0,313
48011819,F,Italy,30-34,1,2020,1,Active,1,1,0,258
48011919,F,Italy,35-39,1,2020,1,Active,1,1,0,313
48012019,F,Italy,35-39,1,2020,1,Active,1,1,0,336
48012119,F,Italy,18-24,1,2020,1,Active,1,1,0,345
48012219,F,Italy,30-34,1,2020,1,Active,2,0,1,336
48012319,F,Italy,35-39,1,2020,1,Active,1,1,0,220
48012419,F,Italy,35-39,1,2020,1,Active,1,1,0,192
48012519,F,Italy,40+,1,2020,1,Active,1,1,0,192
48012619,F,Italy,18-24,1,2020,1,Active,1,1,0,255
48012719,F,Italy,18-24,1,2020,1,Active,1,1,0,313
48012819,F,Italy,18-24,1,2020,1,Active,1,1,0,255
48012919,F,Italy,25-29,1,2020,1,Active,5,0,1,6043
48013019,F,Italy,25-29,1,2020,1,Active,1,1,0,447
48013119,F,Italy,30-34,1,2020,1,Active,1,1,0,172
48013219,F,Italy,40+,1,2020,1,Active,1,1,0,220
48013319,F,Italy,18-24,1,2020,1,Active,2,0,1,440
48013419,F,Italy,18-24,1,2020,1,Active,1,1,0,327
48013519,F,Italy,18-24,1,2020,1,Active,1,1,0,327
48013619,F,Italy,25-29,1,2020,1,Active,1,1,0,327
48013719,F,Italy,25-29,1,2020,1,Active,1,1,0,313
48013819,F,Italy,30-34,1,2020,1,Active,1,1,0,951
48013919,F,Italy,35-39,1,2020,1,Active,2,0,1,1627
48014019,F,Italy,35-39,1,2020,1,Active,1,1,0,447
48014219,F,Italy,40+,1,2020,1,Active,1,1,0,144
48014319,F,Italy,18-24,1,2020,1,Active,2,0,1,505
48014419,F,Italy,18-24,12,2019,1,Active,1,1,0,327
48014519,F,Italy,30-34,12,2019,1,Active,1,1,0,258
48014619,F,Italy,30-34,12,2019,1,Active,1,1,0,313
48014719,F,Italy,18-24,12,2019,1,Active,1,1,0,990
48014819,F,Italy,18-24,12,2019,1,Active,1,1,0,526
48014919,F,Italy,25-29,12,2019,1,Active,1,1,0,1491
48015019,F,Italy,30-34,12,2019,1,Active,1,1,0,383
48015119,F,Italy,18-24,12,2019,1,Active,1,1,0,168
48015219,F,Italy,30-34,12,2019,1,Active,1,1,0,210
48015319,F,Italy,40+,12,2019,1,Active,1,1,0,327
48015419,F,Italy,25-29,12,2019,1,Active,1,1,0,255
48015519,F,Italy,30-34,12,2019,1,Active,1,1,0,258
48015619,F,Italy,35-39,12,2019,1,Active,1,1,0,992
48015719,F,Italy,35-39,12,2019,1,Active,1,1,0,1086
48015819,F,Italy,40+,12,2019,1,Active,1,1,0,1491
48015919,F,Italy,18-24,12,2019,1,Active,1,1,0,1101
48016019,F,Italy,18-24,12,2019,1,Active,1,1,0,144
48016119,F,Italy,25-29,12,2019,1,Active,1,1,0,220
48016219,F,Italy,35-39,12,2019,1,Active,1,1,0,313
63030819,F,Italy,40+,12,2019,1,Active,1,1,0,327
63030919,F,Italy,30-34,12,2019,1,Active,1,1,0,327
63031019,F,Italy,25-29,12,2019,1,Active,1,1,0,440
63031119,F,Italy,30-34,12,2019,1,Active,1,1,0,187
63031219,F,Italy,25-29,12,2019,1,Active,1,1,0,447
79014819,F,Italy,18-24,12,2019,1,Active,1,1,0,990
79014919,F,Italy,25-29,12,2019,1,Active,1,1,0,1491
79017919,F,Italy,40+,12,2019,1,Active,1,1,0,510
99010519,F,Italy,18-24,12,2019,1,Active,1,1,0,258
99010619,F,Italy,18-24,12,2019,1,Active,1,1,0,474
99011019,F,Italy,18-24,12,2019,1,Active,1,1,0,168
99011119,F,Italy,18-24,12,2019,1,Active,1,1,0,240
99060119,F,Italy,18-24,12,2019,1,Active,1,1,0,255
99060219,F,Italy,18-24,12,2019,1,Active,1,1,0,889
33010119,F,Italy,25-29,12,2019,1,Active,1,1,0,636
33010219,F,Italy,25-29,12,2019,1,Active,1,1,0,492
33010319,F,Italy,30-34,12,2019,1,Active,1,1,0,261
33010419,F,Italy,35-39,12,2019,1,Active,1,1,0,278
33010519,F,Italy,35-39,12,2019,1,Active,1,1,0,383
33010619,F,Italy,35-39,12,2019,1,Active,1,1,0,447
33010719,F,Italy,30-34,12,2019,1,Active,1,1,0,345
33010819,F,Italy,18-24,12,2019,1,Active,1,1,0,447
33010919,F,Italy,30-34,12,2019,1,Active,1,1,0,144
33011019,F,Italy,18-24,12,2019,1,Active,1,1,0,579
33011119,F,Italy,35-39,12,2019,1,Active,1,1,0,492
33011219,F,Italy,35-39,12,2019,1,Active,1,1,0,168
33011319,F,Italy,35-39,12,2019,1,Active,1,1,0,367
33011419,F,Italy,35-39,12,2019,1,Active,1,1,0,345
33011519,F,Italy,40+,12,2019,1,Active,1,1,0,345
33011619,F,Italy,18-24,12,2019,1,Active,1,1,0,345
33011719,F,Italy,30-34,12,2019,1,Active,1,1,0,345
33011819,F,Italy,40+,12,2019,1,Active,1,1,0,168
33011919,F,Italy,18-24,12,2019,1,Active,1,1,0,168
33012019,F,Italy,18-24,12,2019,1,Active,1,1,0,510
33012119,F,Italy,18-24,12,2019,1,Active,1,1,0,440
33012219,F,Italy,25-29,12,2019,1,Active,1,1,0,228
33012319,F,Italy,25-29,12,2019,1,Active,1,1,0,383
33012419,F,Italy,35-39,12,2019,1,Active,1,1,0,447
33012519,F,Italy,35-39,12,2019,1,Active,1,1,0,447
33012619,F,Italy,30-34,12,2019,1,Active,1,1,0,383
33013019,F,Italy,35-39,12,2019,1,Active,1,1,0,540
33013119,F,Italy,18-24,12,2019,1,Active,1,1,0,267
33013219,F,Italy,18-24,12,2019,1,Active,1,1,0,345
33013319,F,Italy,30-34,12,2019,1,Active,1,1,0,345
33014019,F,Italy,18-24,12,2019,1,Active,1,1,0,447
33014119,F,Italy,30-34,12,2019,1,Active,1,1,0,447
33014219,F,Italy,30-34,12,2019,1,Active,1,1,0,447
33014319,F,Italy,35-39,12,2019,1,Active,1,1,0,383
33014419,F,Italy,35-39,12,2019,1,Active,1,1,0,345
33014519,F,Italy,18-24,12,2019,1,Active,1,1,0,172
33014619,F,Italy,18-24,12,2019,1,Active,1,1,0,168
33014719,F,Italy,18-24,12,2019,1,Active,1,1,0,220
33014819,F,Italy,18-24,12,2019,1,Active,1,1,0,240
33014919,F,Italy,25-29,12,2019,1,Active,1,1,0,210
33015019,F,Italy,40+,12,2019,1,Active,1,1,0,538
33015119,F,Italy,18-24,12,2019,1,Active,1,1,0,187
33015219,F,Italy,18-24,12,2019,1,Active,1,1,0,383
33016019,F,Italy,30-34,12,2019,1,Active,1,1,0,592
33016119,F,Italy,25-29,12,2019,1,Active,1,1,0,332
33016219,F,Italy,30-34,12,2019,1,Active,1,1,0,345
33016319,F,Italy,35-39,12,2019,1,Active,1,1,0,168
33016419,F,Italy,25-29,12,2019,1,Active,1,1,0,168
33016519,F,Italy,40+,12,2019,1,Active,1,1,0,210
33016619,F,Italy,18-24,12,2019,1,Active,1,1,0,210
33100119,F,Italy,18-24,12,2019,1,Active,1,1,0,510
33999119,F,Italy,35-39,12,2019,1,Active,1,1,0,1491
33999219,F,Italy,18-24,12,2019,1,Active,1,1,0,1491
33999319,F,Italy,25-29,12,2019,1,Active,1,1,0,636
33999419,F,Italy,30-34,12,2019,1,Active,2,0,1,1190
33999519,F,Italy,25-29,12,2019,1,Active,2,0,1,1133
33999619,F,Italy,18-24,12,2019,1,Active,2,0,1,1122
33999819,F,Italy,30-34,12,2019,1,Active,2,0,1,1156
33999919,F,Italy,30-34,12,2019,1,Active,2,0,1,1053
33999719,F,Italy,25-29,12,2019,1,Active,2,0,1,834
97010119,F,Italy,18-24,12,2019,1,Active,2,0,1,591
97010219,F,Italy,25-29,12,2019,1,Active,2,0,1,445
97010319,F,Italy,35-39,12,2019,1,Active,2,0,1,571
97020119,F,Italy,40+,12,2019,1,Active,2,0,1,654
97020219,F,Italy,18-24,12,2019,1,Active,2,0,1,640
97020319,F,Italy,18-24,12,2019,1,Active,2,0,1,585
97020519,F,Italy,30-34,12,2019,1,Active,2,0,1,571
64010119,F,Italy,35-39,12,2019,1,Active,1,1,0,478
64010219,F,Italy,25-29,12,2019,1,Active,4,0,1,1487
64020119,F,Italy,30-34,12,2019,1,Active,1,1,0,383
64020219,F,Italy,35-39,12,2019,1,Active,2,0,1,555
64020319,F,Italy,35-39,12,2019,1,Active,4,0,1,648
64020419,F,Italy,18-24,12,2019,1,Active,2,0,1,336
64020519,F,Italy,18-24,12,2019,1,Active,3,0,1,642
20130119,F,Italy,25-29,12,2019,1,Active,1,1,0,278
20130219,F,Italy,35-39,12,2019,1,Active,6,0,1,2035
20130319,F,Italy,18-24,12,2019,1,Active,1,1,0,284
20130419,F,Italy,18-24,12,2019,1,Active,1,1,0,168
20130519,F,Italy,40+,12,2019,1,Active,2,0,1,695
20130619,F,Italy,18-24,12,2019,1,Active,1,1,0,447
20130719,F,Italy,18-24,12,2019,1,Active,1,1,0,383
20130819,F,Italy,18-24,12,2019,1,Active,1,1,0,383
20130919,F,Italy,25-29,12,2019,1,Active,2,0,1,551
20131019,F,Italy,30-34,12,2019,1,Active,1,1,0,436
20131119,F,Italy,30-34,12,2019,1,Active,1,1,0,636
20131219,F,Italy,35-39,12,2019,1,Active,1,1,0,540
20131319,F,Italy,30-34,12,2019,1,Active,1,1,0,336
20131419,F,Italy,35-39,12,2019,1,Active,2,0,1,627
20131519,F,Italy,35-39,12,2019,1,Active,1,1,0,383
20131619,F,Italy,40+,12,2019,1,Active,3,0,1,1277
20131719,F,Italy,18-24,12,2019,1,Active,1,1,0,383
20131819,F,Italy,35-39,12,2019,1,Active,3,0,1,787
20131919,F,Italy,25-29,12,2019,1,Active,1,1,0,168
20132019,F,Italy,18-24,12,2019,1,Active,3,0,1,1251
20132119,F,Italy,18-24,12,2019,1,Active,1,1,0,187
20132219,F,Italy,25-29,12,2019,1,Active,7,0,1,2402
20132319,F,Italy,18-24,12,2019,1,Active,1,1,0,447
20132419,F,Italy,35-39,12,2019,1,Active,1,1,0,447
20132819,F,Italy,35-39,12,2019,1,Active,4,0,1,1001
20132919,F,Italy,25-29,12,2019,1,Active,1,1,0,210
20133019,F,Italy,35-39,12,2019,1,Active,1,1,0,579
20133119,F,Italy,35-39,12,2019,1,Active,2,0,1,752
20133219,F,Italy,40+,12,2019,1,Active,1,1,0,345
20133319,F,Italy,25-29,12,2019,1,Active,1,1,0,345
20133419,F,Italy,35-39,12,2019,1,Active,2,0,1,766
20133519,F,Italy,18-24,12,2019,1,Active,2,0,1,766
20133619,F,Italy,25-29,12,2019,1,Active,2,0,1,288
20133719,F,Italy,35-39,12,2019,1,Active,1,1,0,144
20133819,F,Italy,18-24,12,2019,1,Active,3,0,1,622
20133919,F,Italy,18-24,12,2019,1,Active,1,1,0,220
20134019,F,Italy,25-29,12,2019,1,Active,1,1,0,478
20134219,F,Italy,35-39,12,2019,1,Active,1,1,0,261
20134319,F,Italy,18-24,12,2019,1,Active,1,1,0,447
20134419,F,Italy,25-29,12,2019,1,Active,1,1,0,383
20134519,F,Italy,30-34,12,2019,1,Active,1,1,0,447
20134619,F,Italy,35-39,12,2019,1,Active,1,1,0,168
20134719,F,Italy,40+,12,2019,1,Active,1,1,0,144
20134819,F,Italy,30-34,12,2019,1,Active,3,0,1,665
20134919,F,Italy,25-29,12,2019,1,Active,1,1,0,240
20135019,F,Italy,30-34,12,2019,1,Active,1,1,0,538
20135119,F,Italy,35-39,12,2019,1,Active,1,1,0,345
20135219,F,Italy,18-24,12,2019,1,Active,1,1,0,345
20135319,F,Italy,18-24,12,2019,1,Active,3,0,1,900
20135419,F,Italy,30-34,12,2019,1,Active,1,1,0,168
20135519,F,Italy,35-39,12,2019,1,Active,1,1,0,144
20135619,F,Italy,18-24,12,2019,1,Active,1,1,0,144
20135719,F,Italy,35-39,12,2019,1,Active,1,1,0,192
20135819,F,Italy,35-39,12,2019,1,Active,1,1,0,240
20137919,F,Italy,18-24,12,2019,1,Active,1,1,0,210
20138019,F,Italy,18-24,12,2019,1,Active,2,0,1,628
20135919,F,Italy,18-24,12,2019,1,Active,1,1,0,172
20136019,F,Italy,35-39,12,2019,1,Active,1,1,0,478
20136119,F,Italy,30-34,12,2019,1,Active,1,1,0,180
20140119,F,Italy,25-29,12,2019,1,Active,1,1,0,636
20140219,F,Italy,35-39,12,2019,1,Active,2,0,1,870
20140319,F,Italy,40+,12,2019,1,Active,1,1,0,261
20140419,F,Italy,30-34,12,2019,1,Active,1,1,0,180
20140519,F,Italy,35-39,12,2019,1,Active,1,1,0,447
20140619,F,Italy,18-24,12,2019,1,Active,1,1,0,447
20140819,F,Italy,30-34,12,2019,1,Active,4,0,1,1132
20140919,F,Italy,18-24,12,2019,1,Active,1,1,0,172
20170119,F,Italy,18-24,12,2019,1,Active,1,1,0,488
20170219,F,Italy,18-24,12,2019,1,Active,1,1,0,312
20170319,F,Italy,25-29,12,2019,1,Active,2,0,1,830
20999119,F,Italy,25-29,12,2019,1,Active,1,1,0,1576
46010119,F,Italy,30-34,12,2019,1,Active,1,1,0,507
46010219,F,Italy,30-34,12,2019,1,Active,1,1,0,267
46010319,F,Italy,25-29,12,2019,1,Active,1,1,0,383
46010419,F,Italy,25-29,12,2019,1,Active,2,0,1,489
46010519,F,Italy,25-29,12,2019,1,Active,1,1,0,168
46010619,F,Italy,35-39,12,2019,1,Active,1,1,0,144
46010719,F,Italy,25-29,12,2019,1,Active,2,0,1,450
46010819,F,Italy,40+,12,2019,1,Active,1,1,0,210
46010919,F,Italy,18-24,12,2019,1,Active,1,1,0,192
46011019,F,Italy,18-24,12,2019,1,Active,1,1,0,523
46011119,F,Italy,30-34,12,2019,1,Active,1,1,0,283
46011219,F,Italy,18-24,12,2019,1,Active,1,1,0,383
46011319,F,Italy,18-24,12,2019,1,Active,1,1,0,447
46011419,F,Italy,25-29,12,2019,1,Active,1,1,0,144
46012019,F,Italy,35-39,12,2019,0,Active,1,1,0,492
80010119,F,Italy,35-39,12,2019,0,Active,1,1,0,283
80010219,F,Italy,40+,12,2019,0,Active,1,1,0,345
80010319,F,Italy,18-24,12,2019,1,Active,1,1,0,447
80010419,F,Italy,18-24,12,2019,0,Active,1,1,0,538
80010519,F,Italy,18-24,12,2019,0,Active,1,1,0,267
80010619,F,Italy,25-29,12,2019,0,Active,1,1,0,345
80010719,F,Italy,25-29,12,2019,0,Active,1,1,0,168
80010819,F,Italy,30-34,12,2019,1,Active,2,0,1,388
80010919,F,Italy,30-34,12,2019,1,Active,2,0,1,450
80011019,F,Italy,35-39,12,2019,1,Active,2,0,1,800
80011119,F,Italy,35-39,12,2019,0,Active,2,0,1,894
80011219,F,Italy,40+,12,2019,1,Active,1,1,0,447
80011319,F,Italy,18-24,12,2019,0,Active,2,0,1,792
80011419,F,Italy,18-24,12,2019,1,Active,2,0,1,830
80011519,F,Italy,18-24,12,2019,1,Active,2,0,1,312
80011619,F,Italy,30-34,12,2019,1,Active,2,0,1,312
80011719,F,Italy,30-34,12,2019,0,Active,2,0,1,430
80011819,F,Italy,18-24,12,2019,1,Active,6,0,1,1342
80011919,F,Italy,18-24,12,2019,0,Active,1,1,0,210
80012019,F,Italy,25-29,12,2019,1,Active,5,0,1,1966
80012119,F,Italy,30-34,12,2019,0,Active,1,1,0,345
80012219,F,Italy,30-34,12,2019,0,Active,3,0,1,1111
80012319,F,Italy,40+,12,2019,1,Active,4,0,1,1040
80012419,F,Italy,18-24,12,2019,0,Active,2,0,1,340
80012519,F,Italy,18-24,12,2019,1,Active,4,0,1,720
80012619,F,Italy,25-29,12,2019,1,Active,1,1,0,220
80012719,F,Italy,25-29,12,2019,0,Active,6,0,1,1305
80012819,F,Italy,25-29,12,2019,0,Active,1,1,0,240
80012919,F,Italy,25-29,12,2019,0,Active,1,1,0,220
80013019,F,Italy,30-34,12,2019,0,Active,4,0,1,1531
80013119,F,Italy,18-24,12,2019,1,Active,1,1,0,447
80013219,F,Italy,18-24,12,2019,1,Active,2,0,1,728
80013319,F,Italy,18-24,12,2019,0,Active,1,1,0,172
80013419,F,Italy,30-34,12,2019,1,Active,1,1,0,172
80013519,F,Italy,35-39,12,2019,1,Active,1,1,0,168
80013619,F,Italy,30-34,12,2019,1,Active,1,1,0,210
80013719,F,Italy,18-24,12,2019,0,Active,1,1,0,210
80013819,F,Italy,18-24,12,2019,1,Active,1,1,0,258
80014019,F,Italy,25-29,12,2019,0,Active,3,0,1,1265
82022319,F,Italy,25-29,12,2019,1,Active,1,1,0,383
82022419,F,Italy,30-34,12,2019,1,Active,3,0,1,582
62100119,F,Italy,30-34,12,2019,0,Active,1,1,0,488
62111519,F,Italy,35-39,12,2019,0,Active,3,0,1,820
82010319,F,Italy,40+,12,2019,1,Active,1,1,0,283
82010419,F,Italy,18-24,12,2019,0,Active,4,0,1,861
82010519,F,Italy,18-24,12,2019,0,Active,1,1,0,168
82010619,F,Italy,35-39,12,2019,0,Active,1,1,0,172
82010719,F,Italy,35-39,12,2019,0,Active,4,0,1,925
82010819,F,Italy,25-29,12,2019,1,Active,1,1,0,205
82010919,F,Italy,30-34,12,2019,0,Active,1,1,0,192
82011119,F,Italy,35-39,12,2019,1,Active,1,1,0,440
82011219,F,Italy,35-39,12,2019,0,Active,1,1,0,345
82011319,F,Italy,40+,12,2019,1,Active,1,1,0,383
82011619,F,Italy,18-24,12,2019,0,Active,2,0,1,336
82011719,F,Italy,18-24,12,2019,1,Active,2,0,1,402
82011819,F,Italy,18-24,12,2019,0,Active,2,0,1,513
82011919,F,Italy,30-34,12,2019,0,Active,1,1,0,258
82012019,F,Italy,18-24,12,2019,1,Active,3,0,1,1061
82012119,F,Italy,30-34,12,2019,1,Active,1,1,0,447
82012219,F,Italy,18-24,12,2019,0,Active,1,1,0,447
82012319,F,Italy,35-39,12,2019,0,Active,1,1,0,172
82012419,F,Italy,30-34,12,2019,1,Active,1,1,0,168
82012519,F,Italy,35-39,12,2019,0,Active,1,1,0,192
82012619,F,Italy,18-24,12,2019,1,Active,1,1,0,192
82012719,F,Italy,30-34,12,2019,0,Active,1,1,0,210
82012819,F,Italy,35-39,12,2019,0,Active,1,1,0,255
82012919,F,Italy,18-24,12,2019,0,Active,1,1,0,313
82013019,F,Italy,18-24,12,2019,0,Active,1,1,0,312
82013119,F,Italy,25-29,12,2019,1,Active,1,1,0,383
82013219,F,Italy,40+,12,2019,0,Active,1,1,0,168
82013319,F,Italy,18-24,12,2019,0,Active,1,1,0,168
82013419,F,Italy,30-34,12,2019,1,Active,1,1,0,210
82013519,F,Italy,18-24,12,2019,1,Active,1,1,0,210
82013619,F,Italy,40+,12,2019,0,Active,1,1,0,240
82013719,F,Italy,18-24,12,2019,1,Active,1,1,0,255
82013819,F,Italy,18-24,12,2019,0,Active,1,1,0,255
82013919,F,Italy,25-29,12,2019,1,Active,1,1,0,258
82014019,F,Italy,25-29,12,2019,1,Active,1,1,0,367
82014119,F,Italy,30-34,12,2019,1,Active,1,1,0,447
82014219,F,Italy,30-34,12,2019,1,Active,1,1,0,144
82014319,F,Italy,35-39,12,2019,0,Active,1,1,0,210
82014419,F,Italy,35-39,12,2019,0,Active,1,1,0,192
82014519,F,Italy,18-24,12,2019,0,Active,1,1,0,220
82014619,F,Italy,35-39,12,2019,1,Active,1,1,0,258
82014719,F,Italy,35-39,12,2019,0,Active,1,1,0,313
82014819,F,Italy,40+,12,2019,0,Active,1,1,0,255
82014919,F,Italy,18-24,12,2019,1,Active,1,1,0,474
82015019,F,Italy,18-24,12,2019,1,Active,1,1,0,345
82015119,F,Italy,25-29,12,2019,1,Active,1,1,0,168
82015219,F,Italy,35-39,12,2019,0,Active,1,1,0,192
82015319,F,Italy,18-24,12,2019,0,Active,1,1,0,205
82015419,F,Italy,35-39,12,2019,1,Active,1,1,0,210
82015519,F,Italy,18-24,12,2019,1,Active,1,1,0,327
82015719,F,Italy,18-24,12,2019,0,Active,1,1,0,258
82020119,F,Italy,25-29,12,2019,1,Active,1,1,0,492
82020219,F,Italy,18-24,12,2019,1,Active,1,1,0,336
82020319,F,Italy,18-24,12,2019,1,Active,1,1,0,383
82020519,F,Italy,25-29,12,2019,0,Active,1,1,0,168
82020619,F,Italy,30-34,12,2019,1,Active,1,1,0,172
82030119,F,Italy,18-24,12,2019,1,Active,1,1,0,228
26999919,F,Italy,18-24,12,2019,1,Active,1,1,0,1576
62010119,F,Italy,25-29,12,2019,0,Active,1,1,0,507
62010219,F,Italy,25-29,12,2019,0,Active,1,1,0,332
62010319,F,Italy,30-34,12,2019,1,Active,1,1,0,447
62010419,F,Italy,30-34,12,2019,0,Active,1,1,0,345
62010519,F,Italy,35-39,12,2019,1,Active,1,1,0,345
62010619,F,Italy,35-39,12,2019,0,Active,1,1,0,383
62010719,F,Italy,18-24,12,2019,1,Active,1,1,0,168
62010819,F,Italy,25-29,12,2019,0,Active,1,1,0,168
62010919,F,Italy,25-29,12,2019,0,Active,1,1,0,210
62011019,F,Italy,30-34,12,2019,0,Active,1,1,0,592
62011119,F,Italy,18-24,12,2019,0,Active,1,1,0,345
62011219,F,Italy,40+,12,2019,1,Active,1,1,0,447
62030719,F,Italy,18-24,11,2019,0,Active,2,0,1,555
62030819,F,Italy,18-24,11,2019,1,Active,1,1,0,205
62030919,F,Italy,18-24,11,2019,0,Active,2,0,1,654
62031019,F,Italy,18-24,11,2019,1,Active,2,0,1,840
62031119,F,Italy,18-24,11,2019,1,Active,2,0,1,728
62031219,F,Italy,18-24,11,2019,0,Active,2,0,1,830
